node_id,time_idx,time_value,scale_idx,scale_value,object_id,stitch_defect,enstrophy_mean,enstrophy_integral,q_mean,q_max,strain_sq_mean_proxy,cx,cy,cz,physical_volume,equiv_radius
t05_s01_o000267,5,0.01,1,0.012271881103515625,o000267,0.31127812445913283,672.8020558076746,0.02113828008427228,294.3952241785386,339.5829162597656,84.01160745059735,0.2766587313483743,0.7083401960485122,0.8534371432136088,3.141827511049522e-05,0.019574825969568093
t06_s00_o000344,6,0.012,0,0.0061359405517578125,o000344,0.31127812445913283,1907.4780500823376,0.08989450521707679,753.6942419912301,1644.02734375,400.0895660998774,0.7204015301723106,0.9437617975122788,0.984216895757937,4.712741266574283e-05,0.022407582082867427
t02_s01_o000379,2,0.004,1,0.012271881103515625,o000379,0.31127812445913283,1019.304689847506,0.04897909849077768,390.5431295541617,619.5496215820312,238.21843073918262,0.6978452389056866,0.5845663364116962,1.1773925927969127,4.8051479580757395e-05,0.022553089939775412
t02_s00_o000200,2,0.004,0,0.0061359405517578125,o000200,0.30266534208811596,1773.7149994624112,0.29215733772187297,680.6161945016655,1648.9114990234375,412.4826104590802,0.49098711963455605,0.6356335274802016,0.7012442017671604,0.00016471492760134626,0.034005417935091625
t07_s01_o000076,7,0.014,1,0.012271881103515625,o000076,0.29765211514387374,1275.267324456936,0.4831572603552178,490.32979944740856,1505.2244873046875,294.60772556211884,1.0261836773011743,0.42013233929145627,0.3731400140901891,0.00037886743515597177,0.04488827223035077
t08_s01_o000119,8,0.016,1,0.012271881103515625,o000119,0.29566896361608064,1086.170426588792,0.36534467252117725,448.76737095759466,1336.12744140625,188.63568467360267,1.3580994134420878,0.9937863716712364,0.48025534703181344,0.00033636035706530176,0.04314250901366665
t06_s00_o000410,6,0.012,0,0.0061359405517578125,o000410,0.2956175113869214,1090.9300624302455,0.029990748224275283,502.4693385532924,738.4505004882812,85.99138532366067,0.9159051430325548,0.7879785169072512,1.138655253819057,2.7490990721683317e-05,0.018722647497264783
t01_s01_o000128,1,0.002,1,0.012271881103515625,o000128,0.29076979323799756,930.1910980224609,0.034382352732945064,357.68370361328124,635.0574951171875,214.82369079589841,1.1584655761718752,0.6976564407348633,0.4608091354370117,3.696267660058261e-05,0.020664501564751993
t01_s01_o000094,1,0.002,1,0.012271881103515625,o000094,0.29076979323799756,1318.4756684303284,0.3119000943227342,507.21099507808685,1095.1629638671875,304.05367827415466,1.0589291155338287,0.5958573520183563,0.41292962431907654,0.0002365611302437287,0.03836644788605066
t07_s00_o000254,7,0.014,0,0.0061359405517578125,o000254,0.2907488117263727,1844.5040463729642,0.060507803317163045,736.0030874332912,1580.474853515625,372.4978715063819,1.0044361839831715,0.333587753940636,0.7440476081740689,3.280437548301707e-05,0.019858558548608185
t06_s00_o000391,6,0.012,0,0.0061359405517578125,o000391,0.28887601391623513,2394.016732878604,0.5220866710152737,815.7948144492457,4612.33251953125,762.4271039801129,0.7155195676674277,0.9513372829404929,1.1204916440834434,0.0002180797919434374,0.037340111027545864
t02_s00_o000187,2,0.004,0,0.0061359405517578125,o000187,0.2814861112496222,1617.9013204769212,0.03662870250927195,614.8630103286432,1229.445068359375,388.1752998196348,1.0604533176032864,1.3022594646531709,0.5988177085409359,2.263963941785685e-05,0.017549320227840493
t01_s00_o000153,1,0.002,0,0.0061359405517578125,o000153,0.27853074283277357,1932.3644733670392,0.17633136516181747,785.5230742249307,2401.06787109375,361.31832491717773,1.30745242637924,0.9108842584151255,0.49533350980734525,9.125160785768832e-05,0.02792869470775696
t07_s01_o000200,7,0.014,1,0.012271881103515625,o000200,0.27816576045249514,1171.2185378708207,0.3095333101140735,487.6783807927912,1397.0289306640625,195.8617762852383,0.7519101696414547,0.8457085336004938,0.7558577677586695,0.00026428313769416567,0.03981013176267255
t05_s00_o000053,5,0.01,0,0.0061359405517578125,o000053,0.2728056020191096,1148.2664631169016,0.021752038487835988,479.3184077565263,647.8635864257812,189.62964760384898,0.8417462837405322,0.5057661242601348,0.23750579647901585,1.8943371757798588e-05,0.016536980881615683
t03_s01_o000440,3,0.006,1,0.012271881103515625,o000440,0.2686664765895091,1135.6192626953125,0.14691434641939616,508.6622473580497,989.6337280273438,118.29476797921313,0.699058941432408,0.42434411730085103,1.3836545944213867,0.00012936936810203914,0.031374798780416636
